compound_ids,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3
Mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,1,,0.0,unique_keep,295.298,2.972200000000001,84.07999999999998,2,4,3,3,3,22,0.0625
Chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1,,0.0,unique_keep,213.66400000000002,3.2969000000000017,38.33,1,2,2,1,1,14,0.3
RTI 12,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,1,,0.0,unique_keep,288.738,2.878000000000001,49.330000000000005,0,4,1,3,2,20,0.21428571428571427
Carbaryl,CNC(=O)Oc1cccc2ccccc12,-3.224,1,,0.0,unique_keep,201.225,2.5580000000000007,38.33,1,2,1,2,2,15,0.08333333333333333
Ethyne,C#C,0.29,1,,0.0,unique_keep,26.037999999999997,0.24939999999999998,0.0,0,0,0,0,0,2,0.0
"3,5-Dimethylpyridine",Cc1cncc(C)c1,0.38,1,,0.0,unique_keep,107.15599999999998,1.69844,12.89,0,1,0,1,1,8,0.2857142857142857
"1,4-Cyclohexadiene",C1=CCC=CC1,-2.06,1,,0.0,unique_keep,80.13,1.8926,0.0,0,0,0,1,0,6,0.3333333333333333
Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,1,,0.0,unique_keep,329.3800000000001,2.6320000000000006,65.07000000000001,0,7,8,0,0,19,0.8
1-Phenylethanol,CC(O)c1ccccc1,-0.92,1,,0.0,unique_keep,122.16699999999996,1.7399,20.23,1,1,1,1,1,9,0.25
"1,2-Dichloropropane",CC(Cl)CCl,-1.6,1,,0.0,unique_keep,112.98700000000001,1.8525,0.0,0,0,1,0,0,5,1.0
2-Ethyl-2-hexanal,CCCC=C(C=O)CC,-2.46,1,,0.0,unique_keep,126.19899999999998,2.3218000000000005,17.07,0,1,4,0,0,9,0.625
Disulfoton,CCOP(=S)(OCC)SCCSCC,-4.23,1,,0.0,unique_keep,274.413,3.7702000000000027,18.46,0,5,9,0,0,14,1.0
methyltestosterone acetate,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,1,,0.0,unique_keep,344.4950000000001,4.840100000000005,43.370000000000005,0,3,1,4,0,25,0.8181818181818182
"2,4,6-PCB",Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.14,1,,0.0,unique_keep,257.547,5.313800000000002,0.0,0,0,1,2,2,15,0.0
difluron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,1,,0.0,unique_keep,310.687,3.5801000000000016,58.2,2,2,2,2,2,21,0.0
Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46,1,,0.0,unique_keep,289.54499999999996,5.144700000000002,29.46,1,2,2,2,2,17,0.0
diisooctyl phthalate,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6370000000000005,1,,0.0,unique_keep,390.5640000000003,6.433000000000007,52.60000000000001,0,4,14,1,1,28,0.6666666666666666
Corticosterone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,1,,0.0,unique_keep,346.46700000000016,2.6667000000000005,74.6,2,4,2,4,0,25,0.8095238095238095
"1,3,5-Trimethylbenzene ",Cc1cc(C)cc(C)c1,-3.4,1,,0.0,unique_keep,120.19499999999998,2.611860000000001,0.0,0,0,0,1,1,9,0.3333333333333333
dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,1,,0.0,unique_keep,390.56400000000036,6.721200000000008,52.60000000000001,0,4,16,1,1,28,0.6666666666666666
1-Pentadecanol,CCCCCCCCCCCCCCCO,-6.35,1,,0.0,unique_keep,228.41999999999993,5.069900000000006,20.23,1,1,13,0,0,16,1.0
"2,2',6,6'-PCB",Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,1,,0.0,unique_keep,291.99199999999996,5.967200000000002,0.0,0,0,1,2,2,16,0.0
"5,5-Dimethylbarbituric acid",CC1(C)C(=O)NC(=O)NC1=O,-1.742,1,,0.0,unique_keep,156.141,-0.6214000000000002,75.27000000000001,2,3,0,1,0,11,0.5
2-Iodopropane,CC(C)I,-2.09,1,,0.0,unique_keep,169.993,1.8298,0.0,0,0,0,0,0,4,1.0
"1,2-Dinitrobenzene",O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1,1,,0.0,unique_keep,168.10799999999995,1.503,86.28,0,4,2,1,1,12,0.0
3-Methyl-2-butanone,CC(=O)C(C)C,-0.12,1,,0.0,unique_keep,86.134,1.2314,17.07,0,1,1,0,0,6,0.8
Hexadecane,CCCCCCCCCCCCCCCC,-8.4,1,,0.0,unique_keep,226.44799999999992,6.487600000000007,0.0,0,0,13,0,0,16,1.0
Tricyclazole,Cc1cccc2sc3nncn3c12,-2.07,1,,0.0,unique_keep,189.24300000000002,2.25242,30.19,0,3,0,3,3,13,0.1111111111111111
2-Octanone,CCCCCCC(C)=O,-2.05,1,,0.0,unique_keep,128.215,2.5458000000000007,17.07,0,1,5,0,0,9,0.875
Methyl nonanoate,CCCCCCCCC(=O)OC,-3.38,1,,0.0,unique_keep,172.268,2.910000000000001,26.3,0,2,7,0,0,12,0.9
"1,4-Difluorobenzene",Fc1ccc(F)cc1,-1.97,1,,0.0,unique_keep,114.094,1.9647999999999999,0.0,0,0,0,1,1,8,0.0
Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.676,1,,0.0,unique_keep,258.23299999999995,0.08779999999999993,83.55000000000001,1,4,1,3,1,19,0.23076923076923078
Trifluralin,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,1,,0.0,unique_keep,335.28200000000004,4.148200000000004,89.52,0,5,7,1,1,23,0.5384615384615384
Ethanol,CCO,1.1,1,,0.0,unique_keep,46.069,-0.0014000000000000123,20.23,1,1,0,0,0,3,1.0
Cyclopentyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.349,1,,0.0,unique_keep,182.179,-0.08720000000000011,75.27,2,3,0,2,0,13,0.625
Carbetamide,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,1,,0.0,unique_keep,236.27100000000002,1.7596999999999998,67.42999999999999,2,3,4,1,1,17,0.3333333333333333
phenothrin,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,1,,0.0,unique_keep,350.4580000000001,5.760500000000005,35.53,0,3,6,3,2,26,0.34782608695652173
Cycluron,CN(C)C(=O)NC1CCCCCCC1,-2.218,1,,0.0,unique_keep,198.30999999999992,2.3705,32.34,1,1,1,1,0,14,0.9090909090909091
Mirex,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8,1,,0.0,unique_keep,545.5460000000003,6.222999999999999,0.0,0,0,0,6,0,22,1.0
1-Bromooctane,CCCCCCCCBr,-5.06,1,,0.0,unique_keep,193.128,3.741800000000003,0.0,0,0,6,0,0,9,1.0
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,1,,0.0,unique_keep,290.323,2.572400000000001,85.25,2,4,4,2,2,21,0.35714285714285715
aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.364,1,,0.0,unique_keep,231.29900000000004,1.55042,30.17,0,2,2,2,2,17,0.3076923076923077
3-Pentanol,CCC(O)CC,-0.24,1,,0.0,unique_keep,88.15,1.1673,20.23,1,1,2,0,0,6,1.0
p-Nitrotoluene,Cc1ccc([N+](=O)[O-])cc1,-2.49,1,,0.0,unique_keep,137.138,1.90322,43.14,0,2,1,1,1,10,0.14285714285714285
4-Methylpentanol,CC(C)CCCO,-1.14,1,,0.0,unique_keep,102.17699999999999,1.4149,20.23,1,1,3,0,0,7,1.0
Norethisterone,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,1,,0.0,unique_keep,314.42500000000007,2.607400000000001,57.53,2,3,0,4,0,23,0.75
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,1,,0.0,unique_keep,428.12000000000006,4.3991000000000025,46.53,1,3,4,2,2,22,0.23529411764705882
Pyrazon,Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.878,1,,0.0,unique_keep,221.647,1.4681,60.91,1,3,1,2,2,15,0.0
2-Methylbutan-2-ol,CCC(C)(C)O,0.15,1,,0.0,unique_keep,88.14999999999998,1.1673,20.23,1,1,1,0,0,6,1.0
p-Cresol,Cc1ccc(O)cc1,-0.73,1,,0.0,unique_keep,108.13999999999999,1.7006199999999998,20.23,1,1,0,1,1,8,0.14285714285714285
Ethyl formate,CCOC=O,0.15,1,,0.0,unique_keep,74.07900000000001,0.17930000000000001,26.3,0,2,2,0,0,5,0.6666666666666666
"N,N-Dimethylaniline",CN(C)c1ccccc1,-1.92,1,,0.0,unique_keep,121.18299999999995,1.7526,3.24,0,1,1,1,1,9,0.25
Decalin,C1CCC2CCCCC2C1,-5.19,1,,0.0,unique_keep,138.254,3.3668000000000022,0.0,0,0,0,2,0,10,1.0
Butanethiol ,CCCCS,-2.18,1,,0.0,unique_keep,90.19099999999999,1.7163,0.0,1,1,2,0,0,5,1.0
Benzo(e)pyrene,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,1,,0.0,unique_keep,252.31599999999997,5.737200000000003,0.0,0,0,0,5,5,20,0.0
Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,-2.54,1,,0.0,unique_keep,165.834,3.0682,0.0,0,0,0,0,0,6,0.0
3-Pentanone,CCC(=O)CC,-0.28,1,,0.0,unique_keep,86.134,1.3755,17.07,0,1,2,0,0,6,0.8
Acrylonitrile,C=CC#N,0.15,1,,0.0,unique_keep,53.06399999999999,0.6959799999999999,23.79,0,1,0,0,0,4,0.0
Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,1,,0.0,unique_keep,410.4570000000002,1.8436999999999997,94.83,3,5,2,4,0,29,0.7272727272727273
2-Hexanone,CCCCC(C)=O,-0.8,1,,0.0,unique_keep,100.16099999999999,1.7656,17.07,0,1,3,0,0,7,0.8333333333333334
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,1,,0.0,unique_keep,225.296,1.5223999999999998,71.96000000000001,2,6,4,1,1,16,0.7
3-Methylheptane,CCCCC(C)CC,-5.16,1,,0.0,unique_keep,114.23199999999999,3.2227000000000023,0.0,0,0,4,0,0,8,1.0
"1,2-Dibromoethane",BrCCBr,-1.68,1,,0.0,unique_keep,187.862,1.7762,0.0,0,0,1,0,0,4,1.0
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,-2.863,1,,0.0,unique_keep,193.24599999999998,2.528200000000001,38.33,1,2,2,1,1,14,0.36363636363636365
Niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22,1,,0.0,unique_keep,214.20600000000002,0.5808999999999997,88.37,1,5,2,2,1,14,0.3333333333333333
Benzo(a)fluorene,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,1,,0.0,unique_keep,216.283,4.411000000000003,0.0,0,0,0,4,3,17,0.058823529411764705
2-Chloroanisole,COc1ccccc1Cl,-2.46,1,,0.0,unique_keep,142.58499999999998,2.3486000000000002,9.23,0,1,1,1,1,9,0.14285714285714285
Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,1,,0.0,unique_keep,366.0,4.652000000000002,27.69,0,4,4,1,1,16,0.25
Quinonamid,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.03,1,,0.0,unique_keep,332.5700000000001,2.8260000000000005,63.24,1,3,3,2,1,20,0.15384615384615385
Methyl acrylate,C=CC(=O)OC,-0.22,1,,0.0,unique_keep,86.08999999999999,0.34539999999999993,26.3,0,2,1,0,0,6,0.25
Chloroxuron,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,1,,0.0,unique_keep,290.75,4.225800000000003,41.57000000000001,1,2,3,2,2,20,0.13333333333333333
Azobenzene,c1ccc(N=Nc2ccccc2)cc1,-4.45,1,,0.0,unique_keep,182.22600000000003,4.102000000000002,24.72,0,2,2,2,2,14,0.0
4-Isopropyltoluene,Cc1ccc(C(C)C)cc1,-3.77,1,,0.0,unique_keep,134.222,3.1184200000000013,0.0,0,0,1,1,1,10,0.4
"2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl,-1.79,1,,0.0,unique_keep,163.003,2.699,20.23,1,1,0,1,1,9,0.0
Sucrose,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.79,1,,0.0,unique_keep,342.297,-5.395599999999993,189.52999999999997,8,11,5,2,0,23,1.0
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,0.35,1,,0.0,unique_keep,180.156,-3.8346000000000005,121.38000000000001,6,6,0,1,0,12,1.0
Dyphylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17,1,,0.0,unique_keep,254.24599999999998,-2.213099999999999,102.28,2,5,3,2,2,18,0.5
Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111,1,,0.0,unique_keep,323.13199999999995,0.9089999999999998,112.70000000000002,3,5,6,1,1,20,0.36363636363636365
3-Ethyl-3-pentanol,CCC(O)(CC)CC,-0.85,1,,0.0,unique_keep,116.204,1.9475,20.23,1,1,3,0,0,8,1.0
Epitostanol,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,1,,0.0,unique_keep,306.51500000000004,4.483900000000005,20.23,1,2,0,5,0,21,1.0
"1,2-Dibromobenzene",Brc1ccccc1Br,-3.5,1,,0.0,unique_keep,235.90599999999998,3.2116000000000007,0.0,0,0,0,1,1,8,0.0
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,-2.34,1,,0.0,unique_keep,197.44799999999998,3.3523999999999994,20.23,1,1,0,1,1,10,0.0
oryzalin,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,1,,0.0,unique_keep,346.36500000000007,1.7768,149.68,1,7,8,1,1,23,0.5
RTI 20,O=C1c2ccccc2Cc2ccccc2N1CCF,-4.799,1,,0.0,unique_keep,255.29199999999997,3.2071000000000014,20.310000000000002,0,1,2,3,2,19,0.1875
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,-1.3,1,,0.0,unique_keep,114.18799999999997,1.8675,17.07,0,1,2,0,0,8,0.8571428571428571
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,1,,0.0,unique_keep,238.287,1.3510999999999997,75.27000000000001,2,3,3,1,0,17,0.5833333333333334
gentisin,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,1,,0.0,unique_keep,262.26099999999997,1.5528,75.99,2,5,1,3,0,19,0.35714285714285715
Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,1,,0.0,unique_keep,194.194,-1.0293,61.82,0,3,0,2,2,14,0.375
Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,1,,0.0,unique_keep,416.58300000000025,4.852300000000005,60.44,0,5,1,5,0,29,0.7916666666666666
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,-1.38,1,,0.0,unique_keep,122.16699999999999,2.0090399999999997,20.23,1,1,0,1,1,9,0.25
Diphenyl ether ,c1ccc(Oc2ccccc2)cc1,-3.96,1,,0.0,unique_keep,170.21099999999998,3.478900000000001,9.23,0,1,2,2,2,13,0.0
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,1,,0.0,unique_keep,360.88200000000006,7.274000000000001,0.0,0,0,1,2,2,18,0.0
nicotinamide,NC(=O)c1cccnc1,0.61,1,,0.0,unique_keep,122.12699999999997,0.18050000000000016,55.980000000000004,1,2,1,1,1,9,0.0
Thiophenol ,Sc1ccccc1,-2.12,1,,0.0,unique_keep,110.18099999999997,1.9752999999999996,0.0,1,1,0,1,1,7,0.0
XMC,CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,1,,0.0,unique_keep,179.219,2.02164,38.33,1,2,1,1,1,13,0.3
Chlordane,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,1,,0.0,unique_keep,409.78200000000015,5.682800000000001,0.0,0,0,0,3,0,18,0.8
Dimethyldisulfide,CSSC,-1.44,1,,0.0,unique_keep,94.20400000000001,1.6274,0.0,0,2,1,0,0,4,1.0
Benzamide,NC(=O)c1ccccc1,-0.96,1,,0.0,unique_keep,121.13899999999995,0.7855000000000001,43.09,1,1,1,1,1,9,0.0
o-Chlorobromobenzene,Clc1ccccc1Br,-3.19,1,,0.0,unique_keep,191.45499999999998,3.1025,0.0,0,0,0,1,1,8,0.0
Monotropitoside,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.742,1,,0.0,unique_keep,446.40500000000003,-2.884799999999998,184.6,6,12,6,3,1,31,0.631578947368421
3-Heptanol ,CCCCC(O)CC,-1.47,1,,0.0,unique_keep,116.20399999999998,1.9475,20.23,1,1,4,0,0,8,1.0
RTI 15,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999,1,,0.0,unique_keep,268.32,2.817140000000001,58.120000000000005,1,4,1,3,2,20,0.26666666666666666
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,-1.34,1,,0.0,unique_keep,163.003,2.699,20.23,1,1,0,1,1,9,0.0
1-Methylphenanthrene,Cc1cccc2c1ccc1ccccc12,-5.85,1,,0.0,unique_keep,192.261,4.301420000000003,0.0,0,0,0,3,3,15,0.06666666666666667
2-Ethyl-1-hexanol,CCCCC(CC)CO,-2.11,1,,0.0,unique_keep,130.231,2.1951000000000005,20.23,1,1,5,0,0,9,1.0
Diallate,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.2860000000000005,1,,0.0,unique_keep,270.225,4.277400000000004,20.310000000000002,0,2,4,0,0,15,0.7
Toluene ,Cc1ccccc1,-2.21,1,,0.0,unique_keep,92.14099999999999,1.99502,0.0,0,0,0,1,1,7,0.14285714285714285
Nitrapyrin,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,1,,0.0,unique_keep,230.909,3.5617,12.89,0,1,0,1,1,11,0.16666666666666666
Cycloheptene,C1=CCCCCC1,-3.18,1,,0.0,unique_keep,96.173,2.5067000000000004,0.0,0,0,0,1,0,7,0.7142857142857143
Thiram,CN(C)C(=S)SSC(=S)N(C)C,-3.9,1,,0.0,unique_keep,240.44400000000002,2.0608,6.48,0,4,0,0,0,12,0.6666666666666666
Griseofulvin,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,1,,0.0,unique_keep,352.7700000000001,2.8103000000000007,71.06,0,6,3,3,1,24,0.4117647058823529
1-Decanol,CCCCCCCCCCO,-3.63,1,,0.0,unique_keep,158.285,3.119400000000002,20.23,1,1,8,0,0,11,1.0
"3,3-Dimethylpentane",CCC(C)(C)CC,-4.23,1,,0.0,unique_keep,100.20499999999998,2.832600000000001,0.0,0,0,2,0,0,7,1.0
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)OC,1.144,1,,0.0,unique_keep,287.34299999999996,1.9881999999999997,64.63000000000001,1,6,8,0,0,16,0.875
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,1,,0.0,unique_keep,231.893,4.0058,20.23,1,1,0,1,1,11,0.0
Butyraldehyde,CCCC=O,-0.01,1,,0.0,unique_keep,72.107,0.9854,17.07,0,1,2,0,0,5,0.75
dexamethasone acetate,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,1,,0.0,unique_keep,434.5040000000002,2.466500000000001,100.90000000000002,2,6,3,4,0,31,0.7083333333333334
Butane,CCCC,-2.57,1,,0.0,unique_keep,58.123999999999995,1.8064,0.0,0,0,1,0,0,4,1.0
Fluoromethalone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,1,,0.0,unique_keep,376.46800000000013,2.923300000000001,74.6,2,4,1,4,0,27,0.7272727272727273
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,-2.6,1,,0.0,unique_keep,202.29500000000002,3.1603000000000003,0.0,0,0,0,0,0,7,1.0
Diethyl phthalate ,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,1,,0.0,unique_keep,222.23999999999995,2.04,52.60000000000001,0,4,4,1,1,16,0.3333333333333333
2-Methylpropan-1-ol,CC(C)CO,0.1,1,,0.0,unique_keep,74.12299999999999,0.6347,20.23,1,1,1,0,0,5,1.0
Isobutylbenzene,CC(C)Cc1ccccc1,-4.12,1,,0.0,unique_keep,134.22199999999998,2.8851000000000013,0.0,0,0,2,1,1,10,0.4
Diiodomethane,ICI,-2.34,1,,0.0,unique_keep,267.835,1.8139,0.0,0,0,0,0,0,3,1.0
4-Heptanol,CCCC(O)CCC,-1.4,1,,0.0,unique_keep,116.204,1.9475,20.23,1,1,4,0,0,8,1.0
Pentyl acetate,CCCCCOC(C)=O,-1.89,1,,0.0,unique_keep,130.18699999999998,1.7397,26.3,0,2,4,0,0,9,0.8571428571428571
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,1,,0.0,unique_keep,231.893,4.0058,20.23,1,1,0,1,1,11,0.0
Propylbenzene ,CCCc1ccccc1,-3.37,1,,0.0,unique_keep,120.19499999999995,2.639100000000001,0.0,0,0,2,1,1,9,0.3333333333333333
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,-2.74,1,,0.0,unique_keep,170.92000000000002,2.6495999999999995,0.0,0,0,1,0,0,8,1.0
2-butenal,CC=CC=O,0.32,1,,0.0,unique_keep,70.09100000000001,0.7614000000000001,17.07,0,1,1,0,0,5,0.25
tetramethylurea,CN(C)C(=O)N(C)C,0.94,1,,0.0,unique_keep,116.16399999999999,0.22960000000000003,23.550000000000004,0,1,0,0,0,8,0.8
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,-4.59,1,,0.0,unique_keep,134.22199999999998,2.9202800000000018,0.0,0,0,0,1,1,10,0.4
norethindrone acetate,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,1,,0.0,unique_keep,340.46300000000014,4.0633000000000035,43.370000000000005,0,3,1,4,0,25,0.7272727272727273
Ditalimfos,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,1,,0.0,unique_keep,299.28800000000007,2.5801000000000007,55.84,0,5,5,2,1,19,0.3333333333333333
salicylanilide,O=C(Nc1ccccc1)c1ccccc1O,-3.59,1,,0.0,unique_keep,213.236,2.644500000000001,49.33,2,2,2,2,2,16,0.0
Sulfallate,C=C(Cl)CSC(=S)N(CC)CC,-3.39,1,,0.0,unique_keep,223.79399999999998,3.0988000000000016,3.24,0,2,4,0,0,12,0.625
Chloroethane,CCCl,-1.06,1,,0.0,unique_keep,64.515,1.2451,0.0,0,0,0,0,0,3,1.0
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,1,,0.0,unique_keep,310.297,2.52334,75.27000000000001,2,3,3,1,1,20,0.36363636363636365
Piperine,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,1,,0.0,unique_keep,285.343,2.997200000000001,38.77,0,3,3,3,1,21,0.35294117647058826
cis-2-Pentene,C/C=C\CC,-2.54,1,,0.0,unique_keep,70.135,1.9725,0.0,0,0,1,0,0,5,0.6
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,1,,0.0,unique_keep,218.32199999999997,2.1075,50.69,1,4,3,0,0,14,0.7777777777777778
Cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.982,1,,0.0,unique_keep,224.25999999999996,1.0831,75.27,2,3,0,2,0,16,0.7272727272727273
butacarb,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,1,,0.0,unique_keep,263.381,3.999800000000003,38.33,1,2,1,1,1,19,0.5625
Eriodictyol,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,1,,0.0,unique_keep,288.25500000000005,2.215500000000001,107.22000000000001,4,6,1,3,2,21,0.13333333333333333
Benzophenone,O=C(c1ccccc1)c1ccccc1,-3.12,1,,0.0,unique_keep,182.222,2.917600000000001,17.07,0,1,2,2,2,14,0.0
Eicosane,CCCCCCCCCCCCCCCCCCCC,-8.172,1,,0.0,unique_keep,282.5559999999999,8.048000000000007,0.0,0,0,17,0,0,20,1.0
hydrazobenzene,c1ccc(NNc2ccccc2)cc1,-2.92,1,,0.0,unique_keep,184.24200000000002,3.1256000000000013,24.06,2,2,3,2,2,14,0.0
2-Ethyl-1-butanol,CCC(CC)CO,-1.17,1,,0.0,unique_keep,102.17699999999999,1.4149,20.23,1,1,3,0,0,7,1.0
4-hydroxypyridine,Oc1ccncc1,1.02,1,,0.0,unique_keep,95.10099999999998,0.7871999999999999,33.120000000000005,1,2,0,1,1,7,0.0
"cis 1,2-Dichloroethylene",Cl/C=C\Cl,-1.3,1,,0.0,unique_keep,96.94400000000002,1.9352,0.0,0,0,0,0,0,4,0.0
Methylcyclopentane,CC1CCCC1,-3.3,1,,0.0,unique_keep,84.162,2.1965000000000003,0.0,0,0,0,1,0,6,1.0
4-Methyl-2-pentanol,CC(C)CC(C)O,-0.8,1,,0.0,unique_keep,102.17699999999998,1.4133,20.23,1,1,2,0,0,7,1.0
RTI 11,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,1,,0.0,unique_keep,254.289,2.9595200000000004,55.56,1,3,0,3,2,19,0.13333333333333333
"2,2-Dimethylpropanol",CC(C)(C)CO,-0.4,1,,0.0,unique_keep,88.14999999999999,1.0248,20.23,1,1,0,0,0,6,1.0
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,1,,0.0,unique_keep,293.754,3.1243000000000016,57.010000000000005,0,4,4,2,2,20,0.35714285714285715
Isocarboxazid,Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,1,,0.0,unique_keep,231.25500000000002,1.4176199999999997,67.16,2,4,4,2,2,17,0.16666666666666666
Propylene,C=CC,-1.08,1,,0.0,unique_keep,42.080999999999996,1.1923,0.0,0,0,0,0,0,3,0.3333333333333333
Dichlorophen,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953,1,,0.0,unique_keep,269.127,3.9954000000000023,40.46,2,2,2,2,2,17,0.07692307692307693
